https://www.thegeekstuff.com/                                  Article(s) (sites)
https://hackaday.com/                                          Article(s) (sites)
https://thevalleyofcode.com/                                   Article(s) (sites)
https://www.baeldung.com/cs/                                   Article(s) (sites)
https://irony-machine.neocities.org/links/                     Article(s) (sites)
https://savvyfellows.com/                                      Business
https://www.open.edu/openlearn/                                courses
https://overthewire.org/wargames/                              ctfs
https://tryhackme.com/paths                                    ctfs
https://avatao.com/                                            ctfs
https://defendtheweb.net/playground/intro1                     ctfs
https://microcorruption.com/                                   ctfs
https://pentesterlab.com/exercises/from_sqli_to_shell/course   ctfs
https://capturetheflag.withgoogle.com/                         ctfs
https://crackmes.one/                                          ctfs
https://ctf365.com/                                            ctfs
https://exploit.education/                                     ctfs
https://www.vulnhub.com/                                       ctfs
https://portswigger.net/web-security/all-labs                  ctfs
https://www.root-me.org/?lang=en                               ctfs
https://cohackers.co/                                          ctfs
https://online.pwntilldawn.com/Account/Login?ReturnUrl=%2f     ctfs
https://pwn.college/                                           ctfs
https://ctftime.org/                                           ctfs
https://www.cybrary.it/                                        ctfs
https://labs.detectify.com/                                    ctfs
https://www.bugbountyhunter.com/                               ctfs
https://alf.nu/                                                ctfs
http://prompt.ml/0                                             ctfs
https://www.hackerspaces.org/                                  ctfs
https://opportunitiescorners.info/                             funded oppurtunities
https://opportunitydesk.org/                                   funded oppurtunities
https://scholarship-positions.com/                             funded oppurtunities
https://www.opportunitiescircle.com/                           funded oppurtunities
https://ist.ac.at/en/education/internships/                    funded oppurtunities
https://untools.co/                                            Good reads
https://fs.blog/mental-models/                                 Good reads
https://meltdownattack.com/                                    Good reads
https://moi.vonos.net/                                         Good reads
https://bottomupcs.com/index.html                              Good reads
https://fasterthanli.me/                                       Good reads
https://crows-nest.gitbook.io/crows-nest/about-me/about-me     Good reads
https://ihaveabackup.net/                                      Good reads
https://craftinginterpreters.com/                              Good reads
https://pre-texts.org/                                         Good reads
https://blog.boot.dev/jobs/best-job-boards-software-engineers/ Jobs?
https://fellowship.mlh.io/                                     opensource opportunities
https://www.outreachy.org/                                     opensource opportunities
https://www.tfaforms.com/4844143                               opensource opportunities
https://summerofcode.withgoogle.com/                           opensource opportunities
https://www.x.org/wiki/XorgEVoC/                               opensource opportunities
https://julialang.org/jsoc/                                    opensource opportunities
https://developers.google.com/season-of-docs                   opensource opportunities
https://codingcompetitions.withgoogle.com/codejam              Programming practice
https://screeps.com/                                           Programming practice
https://py.checkio.org/                                        Programming practice
https://www.codingame.com/                                     Programming practice
https://codecombat.com/                                        Programming practice
https://techdevguide.withgoogle.com/                           Programming practice
https://adventofcode.com/                                      Programming practice
https://www.circuitlab.com/                                    Programming practice
https://codingcompetitions.withgoogle.com/kickstart            Programming practice
https://jip.my.salesforce-sites.com/intern                     Foreign Internships
